year,month,issues_time_to_close_hours
2015,8,1.201111111111111
2015,9,0.05361111111111111
2015,9,1.3227777777777778
2015,9,0.006944444444444444
2015,9,92.19666666666667
2015,9,1.2930555555555556
2015,9,45.53277777777778
2015,9,20.219722222222224
2015,9,66.25694444444444
2015,9,0.0077777777777777776
2015,9,2.0580555555555557
2015,9,9.221666666666666
2015,10,444.28277777777777
2015,10,535.9488888888889
2015,10,2.6036111111111113
2015,10,19.075277777777778
2015,10,0.05611111111111111
2015,10,11.933333333333334
2015,10,502.2463888888889
2015,10,361.8975
2015,10,62.25861111111111
2015,10,89.46527777777777
2015,11,670.1816666666666
2015,11,0.01861111111111111
2015,11,0.7088888888888889
2015,11,26.781388888888888
2015,11,0.21972222222222224
2015,11,74.06138888888889
2015,11,21.74861111111111
2015,11,9764.380277777778
2015,11,238.99666666666667
2015,12,0.17944444444444443
2015,12,2.8088888888888888
2015,12,0.0725
2015,12,0.014444444444444444
2015,12,136.57444444444445
2015,12,139.4325
2015,12,166.93083333333334
2015,12,0.0019444444444444444
2015,12,0.006666666666666667
2016,1,0.03194444444444444
2016,1,11.05638888888889
2016,1,0.008888888888888889
2016,1,93.68888888888888
2016,1,16.60861111111111
2016,1,0.2475
2016,1,9.693055555555556
2016,2,9.856388888888889
2016,2,0.3377777777777778
2016,2,218.70333333333335
2016,2,45.495555555555555
2016,2,42.1025
2016,3,1.583888888888889
2016,3,6938.106111111111
2016,3,0.018055555555555554
2016,3,0.22722222222222221
2016,3,0.83
2016,4,12.828611111111112
2016,4,36.00666666666667
2016,4,0.1272222222222222
2016,4,165.5438888888889
2016,5,0.0019444444444444444
2016,5,0.7669444444444444
2016,5,99.94638888888889
2016,5,0.3347222222222222
2016,5,102.6325
2016,5,190.04555555555555
2016,5,20.106666666666666
2016,5,87.86972222222222
2016,6,0.0016666666666666668
2016,6,77.73222222222222
2016,6,1.0605555555555555
2016,6,45.24444444444445
2016,7,231.1952777777778
2016,7,0.020833333333333332
2016,7,4010.6130555555555
2016,7,1481.4908333333333
2016,9,0.3819444444444444
2016,10,353.0627777777778
2016,11,47.528888888888886
2016,11,770.0397222222222
2016,12,0.13972222222222222
2016,12,28.256944444444443
2016,12,46.83555555555556
2016,12,0.45472222222222225
2016,12,67.17861111111111
2016,12,7653.534166666666
2017,1,489.56083333333333
2017,1,4405.0327777777775
2017,1,18.948333333333334
2017,1,23.93166666666667
2017,3,578.4461111111111
2017,3,288.6163888888889
2017,3,507.09944444444443
2017,3,0.2922222222222222
2017,4,89.12083333333334
2017,4,4.658333333333333
2017,4,9.545555555555556
2017,4,1.181111111111111
2017,4,87.48861111111111
2017,5,0.725
2017,5,2.647777777777778
2017,5,117.68
2017,5,233.27083333333334
2017,5,32.540277777777774
2017,5,20.56361111111111
2017,5,0.43083333333333335
2017,5,985.9975
2017,6,552.4483333333334
2017,6,12.636666666666667
2017,6,2313.0822222222223
2017,6,0.20027777777777778
2017,6,20.706666666666667
2017,6,523.4616666666667
2017,6,10.805
2017,6,24.816944444444445
2017,6,17.448055555555555
2017,6,8.351111111111111
2017,7,20.77611111111111
2017,7,164.3647222222222
2017,7,1.853611111111111
2017,7,72.51138888888889
2017,7,0.7191666666666666
2017,7,243.66361111111112
2017,7,402.92027777777776
2017,7,167.89027777777778
2017,7,1115.5955555555556
2017,7,459.9477777777778
2017,7,116.19388888888889
2017,7,10.715555555555556
2017,7,331.96527777777777
2017,7,112.17527777777778
2017,7,390.68194444444447
2017,7,449.8977777777778
2017,7,1749.7447222222222
2017,8,0.04888888888888889
2017,8,141.13722222222222
2017,8,13762.705555555556
2017,8,13928.881944444445
2017,8,6550.910555555555
2017,8,46.31583333333333
2017,8,0.03805555555555556
2017,8,3.3344444444444443
2017,8,13467.453611111112
2017,8,24745.231666666667
2017,8,14249.036944444444
2017,8,65.80083333333333
2017,8,859.9266666666666
2017,9,4.151944444444444
2017,9,0.016944444444444446
2017,9,1.4513888888888888
2017,9,4.169444444444444
2017,9,70.6775
2017,9,857.3897222222222
2017,9,309.81194444444446
2017,9,260.2080555555556
2017,9,21.034444444444443
2017,10,13.510833333333334
2017,10,58.2925
2017,10,53.59722222222222
2017,10,259.7916666666667
2017,10,164.17222222222222
2017,10,133.76611111111112
2017,10,0.5427777777777778
2017,10,48.680277777777775
2017,10,1.458611111111111
2017,10,45.04083333333333
2017,10,1059.0680555555555
2017,10,0.5505555555555556
2017,10,0.01138888888888889
2017,10,92.7786111111111
2017,10,0.018333333333333333
2017,11,113.0963888888889
2017,11,100.33305555555556
2017,11,0.008611111111111111
2017,11,0.02388888888888889
2017,11,99.74805555555555
2017,11,19.836666666666666
2017,11,3992.0305555555556
2017,11,20.711111111111112
2017,11,0.22083333333333333
2017,11,0.06944444444444445
2017,11,0.7319444444444444
2017,11,479.4772222222222
2017,11,4.065277777777778
2017,11,191.9525
2017,11,2.1866666666666665
2017,11,0.5933333333333334
2017,11,0.004722222222222222
2017,11,791.5413888888888
2017,11,298.2102777777778
2017,11,268.4436111111111
2017,11,413.34833333333336
2017,11,478.46694444444444
2017,12,453.50305555555553
2017,12,1080.9272222222223
2017,12,1058.6363888888889
2017,12,96.99722222222222
2017,12,124.66694444444444
2017,12,0.16027777777777777
2017,12,3455.7055555555557
2017,12,3.6869444444444444
2017,12,41.454166666666666
2017,12,268.2677777777778
2017,12,0.22361111111111112
2017,12,1.3780555555555556
2017,12,0.0077777777777777776
2017,12,24.79361111111111
2017,12,120.98027777777777
2017,12,0.018333333333333333
2017,12,8.323055555555555
2017,12,11.945277777777777
2017,12,2.723333333333333
2017,12,1287.0952777777777
2018,1,4455.940277777778
2018,1,21261.314166666667
2018,1,780.7797222222222
2018,1,13.093055555555555
2018,1,830.9377777777778
2018,1,1629.7302777777777
2018,1,172.21833333333333
2018,1,7.063055555555556
2018,1,48.48972222222222
2018,1,766.4547222222222
2018,1,132.56055555555557
2018,1,23.87
2018,1,0.4502777777777778
2018,2,11.970555555555556
2018,2,21.724166666666665
2018,2,0.034722222222222224
2018,2,0.99
2018,2,606.9658333333333
2018,2,10.373611111111112
2018,2,2.3180555555555555
2018,2,1383.5025
2018,3,73.57861111111112
2018,3,3291.435
2018,3,27.599722222222223
2018,3,914.8538888888888
2018,3,117.07138888888889
2018,3,3.6233333333333335
2018,3,99.51166666666667
2018,3,8431.021944444445
2018,3,68.98805555555556
2018,3,0.04694444444444444
2018,3,9144.398333333333
2018,3,631.3477777777778
2018,4,958.69
2018,4,7.7508333333333335
2018,4,459.38388888888886
2018,4,520.4638888888888
2018,4,304.9166666666667
2018,4,8304.315833333334
2018,4,71.70388888888888
2018,4,952.8033333333333
2018,4,18865.916666666668
2018,4,260.09777777777776
2018,4,698.785
2018,4,48.816944444444445
2018,4,255.54694444444445
2018,4,534.8997222222222
2018,4,1010.0502777777778
2018,4,750.8988888888889
2018,4,818.915
2018,4,2154.2630555555556
2018,5,4.190555555555555
2018,5,4.161388888888889
2018,5,1824.1655555555556
2018,5,111.5475
2018,5,111.76583333333333
2018,5,161.29305555555555
2018,5,21.415
2018,5,1163.1641666666667
2018,5,16.454166666666666
2018,5,13.776666666666667
2018,5,0.065
2018,5,145.63583333333332
2018,5,252.78222222222223
2018,5,284.0711111111111
