year,month,issues_time_to_first_response_hours
2015,8,1.1861111111111111
2015,9,0.0525
2015,9,1.3419444444444444
2015,9,0.045
2015,9,40.8475
2015,9,1.2747222222222223
2015,9,20.351111111111113
2015,9,20.219722222222224
2015,9,35.449444444444445
2015,9,0.006944444444444444
2015,9,1.308888888888889
2015,9,4.1963888888888885
2015,10,19.030833333333334
2015,10,0.10194444444444445
2015,10,2.6025
2015,10,2.2266666666666666
2015,10,43.5825
2015,10,0.025277777777777777
2015,10,0.6730555555555555
2015,10,31.96361111111111
2015,10,0.12222222222222222
2015,10,39.82361111111111
2015,11,0.0475
2015,11,0.0475
2015,11,0.10972222222222222
2015,11,26.787222222222223
2015,11,0.12638888888888888
2015,11,2.9605555555555556
2015,11,19.686666666666667
2015,11,0.07222222222222222
2015,11,0.21472222222222223
2015,12,3.6319444444444446
2015,12,2.8308333333333335
2015,12,0.1622222222222222
2015,12,0.012777777777777779
2015,12,136.57444444444445
2015,12,139.4325
2015,12,166.93083333333334
2015,12,3.3533333333333335
2015,12,0.04111111111111111
2016,1,0.028888888888888888
2016,1,0.025555555555555557
2016,1,0.10916666666666666
2016,1,91.48861111111111
2016,1,0.7105555555555556
2016,1,0.2475
2016,1,0.07611111111111112
2016,2,0.050833333333333335
2016,2,0.3377777777777778
2016,2,0.021111111111111112
2016,2,45.49527777777778
2016,2,33.9075
2016,3,1.6033333333333333
2016,3,0.06555555555555556
2016,3,0.18722222222222223
2016,3,0.23055555555555557
2016,3,0.175
2016,4,12.813888888888888
2016,4,32.04888888888889
2016,4,0.1786111111111111
2016,4,0.04722222222222222
2016,5,0.07444444444444444
2016,5,74.35638888888889
2016,5,1.7808333333333333
2016,5,0.3397222222222222
2016,5,102.63083333333333
2016,5,13.169444444444444
2016,5,0.0961111111111111
2016,5,0.020833333333333332
2016,6,0.1811111111111111
2016,6,0.09222222222222222
2016,6,0.365
2016,6,0.3725
2016,7,1.0327777777777778
2016,7,0.019444444444444445
2016,7,600.1719444444444
2016,7,774.3638888888889
2016,9,0.37722222222222224
2016,10,2.3341666666666665
2016,11,0.010555555555555556
2016,11,266.8186111111111
2016,12,0.1375
2016,12,0.01138888888888889
2016,12,0.004722222222222222
2016,12,0.005555555555555556
2016,12,67.17583333333333
2016,12,7653.531944444445
2017,1,470.3358333333333
2017,1,0.04555555555555556
2017,1,0.005
2017,1,0.020277777777777777
2017,3,0.03833333333333333
2017,3,288.66777777777776
2017,3,287.21944444444443
2017,3,0.5280555555555555
2017,4,0.07
2017,4,4.6658333333333335
2017,4,9.5475
2017,4,1.181111111111111
2017,4,4.013888888888889
2017,5,0.6469444444444444
2017,5,2.647777777777778
2017,5,117.68
2017,5,0.11527777777777778
2017,5,0.12472222222222222
2017,5,0.26361111111111113
2017,5,0.1736111111111111
2017,5,985.9777777777778
2017,6,0.029722222222222223
2017,6,12.48
2017,6,129.31833333333333
2017,6,0.20944444444444443
2017,6,20.73138888888889
2017,6,23.716944444444444
2017,6,16.232777777777777
2017,6,23.155277777777776
2017,6,1.535
2017,6,8.349166666666667
2017,7,1.2158333333333333
2017,7,68.00888888888889
2017,7,11.144722222222223
2017,7,71.1438888888889
2017,7,0.015
2017,7,0.07833333333333334
2017,7,187.9988888888889
2017,7,5.788055555555555
2017,7,8.648333333333333
2017,7,415.4075
2017,7,13.581388888888888
2017,7,10.505277777777778
2017,7,331.9675
2017,7,112.17277777777778
2017,7,390.6822222222222
2017,7,449.8927777777778
2017,7,1511.151111111111
2017,8,0.021944444444444444
2017,8,112.30305555555556
2017,8,89.66888888888889
2017,8,320.12611111111113
2017,8,0.17333333333333334
2017,8,43.06444444444445
2017,8,0.017777777777777778
2017,8,0.07083333333333333
2017,8,2.5527777777777776
2017,8,552.6502777777778
2017,8,0.31416666666666665
2017,8,65.8163888888889
2017,8,779.7361111111111
2017,9,1.8425
2017,9,0.09888888888888889
2017,9,0.5136111111111111
2017,9,4.053333333333334
2017,9,16.339166666666667
2017,9,13.55861111111111
2017,9,0.02277777777777778
2017,9,108.63638888888889
2017,9,0.09111111111111111
2017,10,2.4208333333333334
2017,10,58.29055555555556
2017,10,0.022222222222222223
2017,10,1.3897222222222223
2017,10,62.340833333333336
2017,10,22.572777777777777
2017,10,0.5494444444444444
2017,10,24.29138888888889
2017,10,1.4644444444444444
2017,10,20.141666666666666
2017,10,441.44416666666666
2017,10,842.6352777777778
2017,10,857.0661111111111
2017,10,1586.8708333333334
2017,10,1865.8761111111112
2017,11,6.855
2017,11,0.006666666666666667
2017,11,1.8058333333333334
2017,11,1.9644444444444444
2017,11,97.93611111111112
2017,11,18.754444444444445
2017,11,0.5519444444444445
2017,11,19.274722222222223
2017,11,37.60138888888889
2017,11,222.03694444444446
2017,11,258.3305555555556
2017,11,263.52
2017,11,284.1713888888889
2017,11,20.46527777777778
2017,11,68.41222222222223
2017,11,0.5755555555555556
2017,11,0.0022222222222222222
2017,11,405.6988888888889
2017,11,407.4577777777778
2017,11,42.062222222222225
2017,11,393.2863888888889
2017,11,327.9675
2017,12,1.1961111111111111
2017,12,26.2525
2017,12,0.9394444444444444
2017,12,96.97416666666666
2017,12,80.6825
2017,12,167.25277777777777
2017,12,21.9125
2017,12,2.695
2017,12,214.56277777777777
2017,12,246.61527777777778
2017,12,0.2222222222222222
2017,12,1.2908333333333333
2017,12,102.2125
2017,12,108.44083333333333
2017,12,117.8875
2017,12,0.005277777777777778
2017,12,0.0030555555555555557
2017,12,8.499722222222223
2017,12,599.8644444444444
2017,12,1287.0894444444446
2018,1,216.53472222222223
2018,1,499.54833333333335
2018,1,780.7836111111111
2018,1,2539.2316666666666
2018,1,5.686944444444444
2018,1,67.32305555555556
2018,1,101.56416666666667
2018,1,5.729722222222223
2018,1,22.095555555555556
2018,1,12.98611111111111
2018,1,132.55027777777778
2018,1,0.5544444444444444
2018,1,0.1897222222222222
2018,2,11.921944444444444
2018,2,20.076944444444443
2018,2,0.03111111111111111
2018,2,0.9569444444444445
2018,2,606.9641666666666
2018,2,34.37833333333333
2018,2,108.43333333333334
2018,2,571.8097222222223
2018,3,2.4877777777777776
2018,3,188.18027777777777
2018,3,26.68722222222222
2018,3,0.0038888888888888888
2018,3,97.55805555555555
2018,3,3.6283333333333334
2018,3,14.973333333333333
2018,3,50.20055555555555
2018,3,0.0475
2018,3,0.0038888888888888888
2018,3,70.2175
2018,3,54.32194444444445
2018,4,0.05
2018,4,7.751666666666667
2018,4,5.298611111111111
2018,4,19.194166666666668
2018,4,304.90833333333336
2018,4,0.23416666666666666
2018,4,62.63722222222222
2018,4,382.02555555555557
2018,4,0.0811111111111111
2018,4,260.09583333333336
2018,4,0.5591666666666667
2018,4,73.04666666666667
2018,4,237.47666666666666
2018,4,534.8997222222222
2018,4,162.49555555555557
2018,4,750.8988888888889
2018,4,777.0369444444444
2018,4,2095.7444444444445
2018,5,0.6969444444444445
2018,5,4.459722222222222
2018,5,0.38722222222222225
2018,5,111.7725
2018,5,47.11472222222222
2018,5,95.75777777777778
2018,5,3.421111111111111
2018,5,108.86611111111111
2018,5,16.454166666666666
2018,5,31.46361111111111
2018,5,0.060833333333333336
2018,5,62.882222222222225
2018,5,113.535
2018,5,181.6861111111111
2018,6,5.988888888888889
2018,6,11.91
2018,6,0.025
2018,6,52.28944444444444
2018,6,0.2075
2018,6,40.87416666666667
2018,6,20.6225
