year,month,issues_time_to_first_response_hours
2018,7,0.8163888888888889
2018,7,13.344444444444445
2018,7,73.8
2018,7,1.1608333333333334
2018,7,24.865
2018,7,80.25888888888889
2018,7,16.98472222222222
2018,7,0.8936111111111111
2018,7,0.058611111111111114
2018,7,0.0675
2018,7,22.604444444444443
2018,7,22.62638888888889
2018,7,3.23
2018,7,0.030833333333333334
2018,7,1.4897222222222222
2018,7,0.8761111111111111
2018,7,0.025555555555555557
2018,8,8.110277777777778
2018,8,4.409166666666667
2018,8,24.13277777777778
2018,8,19.061944444444446
2018,8,0.010555555555555556
2018,8,1.4230555555555555
2018,8,20.77
2018,8,13.658333333333333
2018,8,15.439444444444444
2018,8,0.45555555555555555
2018,8,20.67
2018,8,25.889722222222222
2018,8,1.3263888888888888
2018,8,1.343888888888889
2018,8,0.5869444444444445
2018,8,0.015833333333333335
2018,8,24.115833333333335
2018,8,463.45694444444445
2018,8,1823.0394444444444
2018,9,53.71194444444444
2018,9,0.1361111111111111
2018,9,143.01166666666666
2018,9,108.7675
2018,9,98.35916666666667
2018,9,0.6941666666666667
2018,9,503.1086111111111
2018,9,87.09583333333333
2018,9,614.4738888888888
2018,10,5.6325
2018,10,0.16416666666666666
2018,10,15.7775
2018,10,0.0425
2018,10,93.77111111111111
2018,10,19.63138888888889
2018,10,0.03833333333333333
2018,10,21.819444444444443
2018,10,368.46722222222223
2018,10,0.26166666666666666
2018,10,53.57222222222222
2018,10,19.236666666666668
2018,10,9.390555555555556
2018,10,84.30055555555556
2018,10,139.35166666666666
2018,10,363.3280555555556
2018,10,138.57666666666665
2018,10,140.60555555555555
2018,10,19.456944444444446
2018,10,177.3361111111111
2018,10,767.8313888888889
2018,11,0.06
2018,11,0.0775
2018,11,20.159166666666668
2018,11,97.22833333333334
2018,11,93.60083333333333
2018,11,309.22083333333336
2018,11,189.795
2018,11,197.15027777777777
2018,11,261.83944444444444
2018,11,111.69805555555556
2018,11,43.995555555555555
2018,11,46.600833333333334
2018,11,3.6969444444444446
2018,11,356.45722222222224
2018,11,17.640833333333333
2018,11,69.19805555555556
2018,11,0.15305555555555556
2018,11,23.69
2018,11,1.6702777777777778
2018,11,236.3213888888889
2018,11,248.98666666666668
2018,11,471.84305555555557
2018,11,362.90777777777777
2018,11,1782.6830555555555
2018,12,0.2725
2018,12,0.028333333333333332
2018,12,10.097222222222221
2018,12,11.404444444444444
2018,12,30.185833333333335
2018,12,70.08222222222223
2018,12,0.015555555555555555
2018,12,70.3163888888889
2018,12,8.99611111111111
2018,12,0.049166666666666664
2018,12,0.04694444444444444
2018,12,482.82472222222225
2018,12,1056.1475
2019,1,198.14583333333334
2019,1,226.74666666666667
2019,1,842.1963888888889
2019,1,937.9705555555555
2019,1,975.7869444444444
2019,1,1004.4047222222222
2019,1,2.4272222222222224
2019,1,19.075277777777778
2019,1,26.48361111111111
2019,1,11.884722222222223
2019,1,0.21222222222222223
2019,1,2.85
2019,1,12.226111111111111
2019,1,0.059722222222222225
2019,1,13.048333333333334
2019,1,2.207777777777778
2019,1,0.0125
2019,1,1.1177777777777778
2019,1,7.688888888888889
2019,1,155.52305555555554
2019,1,0.6011111111111112
2019,1,0.015277777777777777
2019,1,0.013055555555555556
2019,1,0.01
2019,1,0.22416666666666665
2019,1,0.08722222222222223
2019,1,0.02277777777777778
2019,1,0.5325
2019,1,3.2172222222222224
2019,1,1.293611111111111
2019,1,65.35638888888889
2019,1,65.395
2019,1,65.42305555555555
2019,1,7.394444444444445
2019,1,65.51444444444445
2019,1,3.6425
2019,1,6.303333333333334
2019,1,0.1527777777777778
2019,1,48.280277777777776
2019,1,0.15472222222222223
2019,2,1508.6072222222222
2019,2,6.4725
2019,2,15.593055555555555
2019,2,0.06277777777777778
2019,2,47.50527777777778
2019,2,0.5977777777777777
2019,2,46.46527777777778
2019,2,64.35166666666667
2019,2,69.15638888888888
2019,2,1.445
2019,2,43.31194444444444
2019,2,65.39916666666667
2019,2,14.14638888888889
2019,2,41.02444444444444
2019,2,240.2511111111111
2019,2,48.60333333333333
2019,2,17.514166666666668
2019,2,101.83583333333333
2019,2,6.9944444444444445
2019,2,142.49777777777777
2019,2,351.9927777777778
2019,2,1.1891666666666667
2019,2,7.881111111111111
2019,2,0.019444444444444445
2019,2,0.5
2019,2,408.7366666666667
2019,2,19.099444444444444
2019,2,20.953333333333333
2019,2,13.194722222222222
2019,2,8.623333333333333
2019,2,17.873333333333335
2019,2,670.1113888888889
2019,2,103.70944444444444
2019,2,207.2513888888889
2019,2,869.8783333333333
2019,3,19698.165
2019,3,1909.0105555555556
2019,3,2067.3516666666665
2019,3,2275.1472222222224
2019,3,2277.4236111111113
2019,3,2491.6194444444445
2019,3,2492.963333333333
2019,3,3085.7219444444445
2019,3,3355.316388888889
2019,3,3407.9777777777776
2019,3,3408.043611111111
2019,3,3842.666388888889
2019,3,3941.880833333333
2019,3,4200.697222222222
2019,3,4745.577777777778
2019,3,4914.568333333334
2019,3,6932.871944444444
2019,3,8954.38
2019,3,11.43138888888889
2019,3,0.16111111111111112
2019,3,81.1536111111111
2019,3,0.9836111111111111
2019,3,7.313055555555556
2019,3,0.03
2019,3,0.057777777777777775
2019,3,2.0641666666666665
2019,3,18.698888888888888
2019,3,2.5175
2019,3,15.89
2019,3,62.02972222222222
2019,3,63.05222222222222
2019,3,246.70222222222222
2019,3,23.238888888888887
2019,3,23.31861111111111
2019,3,0.11
2019,3,2.0008333333333335
2019,3,310.7825
2019,3,12.578333333333333
2019,3,331.2686111111111
2019,3,399.72
2019,3,19.654166666666665
2019,3,403.77
2019,3,403.79527777777776
2019,3,19.8225
2019,3,403.85833333333335
2019,3,19.59027777777778
2019,3,140.29527777777778
2019,3,0.19333333333333333
2019,3,0.2286111111111111
2019,3,0.26611111111111113
2019,3,0.3036111111111111
2019,3,0.45805555555555555
2019,3,0.5961111111111111
2019,3,0.6644444444444444
2019,3,80.18333333333334
2019,3,0.4502777777777778
2019,3,0.7697222222222222
2019,3,417.00666666666666
2019,3,471.37694444444446
2019,3,91.39805555555556
2019,3,479.31805555555553
2019,3,479.3283333333333
2019,3,498.7163888888889
2019,3,501.7736111111111
2019,3,502.43416666666667
2019,3,644.2625
2019,3,980.7261111111111
2019,3,1086.4811111111112
2019,3,1166.3969444444444
2019,3,1196.923611111111
2019,3,1273.1894444444445
2019,3,1444.4797222222223
2019,4,3.4338888888888888
2019,4,10.436388888888889
2019,4,12.161944444444444
2019,4,17.08138888888889
2019,4,236.63611111111112
2019,4,0.8225
2019,4,15.843055555555555
2019,5,21.415
2019,5,0.03194444444444444
2019,5,3.1197222222222223
2019,5,4.0552777777777775
2019,5,0.03027777777777778
2019,5,0.11555555555555555
2019,5,35.49583333333333
2019,5,0.25194444444444447
2019,5,0.10527777777777778
2019,5,0.5633333333333334
2019,5,14.278055555555556
2019,5,110.81111111111112
2019,5,1.1958333333333333
2019,5,343.2891666666667
2019,5,343.33972222222224
2019,5,41.58777777777778
2019,5,120.74916666666667
2019,5,92.61916666666667
2019,5,0.22277777777777777
2019,5,363.0136111111111
2019,5,36.27055555555555
2019,5,14.446111111111112
2019,5,14.446944444444444
2019,5,62.56055555555555
2019,5,64.53694444444444
2019,5,155.07333333333332
2019,5,0.04527777777777778
2019,5,99.9575
2019,5,491.66277777777776
2019,5,1327.6330555555555
2019,6,31.50583333333333
2019,6,15.005555555555556
2019,6,21.870277777777776
2019,6,3.472777777777778
2021,12,0.03611111111111111
2022,1,583.2108333333333
2022,1,0.0275
2022,1,0.7069444444444445
2022,1,0.05638888888888889
2022,1,0.2772222222222222
2022,1,0.15083333333333335
2022,1,0.7422222222222222
2022,1,138.49305555555554
2022,2,0.12777777777777777
2022,2,325.83416666666665
2022,3,0.025
2022,3,0.26861111111111113
2022,3,1.488888888888889
2022,3,0.014722222222222222
2022,3,0.3036111111111111
2022,4,28.825555555555557
2022,4,49.16416666666667
2022,4,0.011944444444444445
2022,4,0.5025
2022,4,0.32861111111111113
2022,4,5.320833333333334
2022,4,479.26916666666665
2022,4,0.0225
2022,4,70.86833333333334
2022,4,2089.6833333333334
2022,5,2.7980555555555555
2022,5,0.9158333333333334
2022,5,0.5205555555555555
2022,5,0.0661111111111111
2022,5,76.05277777777778
2022,5,0.13194444444444445
2022,5,0.12166666666666667
2022,5,379.3619444444444
2022,5,300.17027777777776
2022,6,1.5494444444444444
2022,6,290.5775
2022,6,121.12944444444445
2022,6,708.5075
2022,7,0.38861111111111113
2022,7,158.6375
2022,7,5.589166666666666
2022,7,0.0044444444444444444
2022,7,9.385
2022,7,0.012777777777777779
2022,7,0.07694444444444444
2022,7,0.03833333333333333
2022,7,0.05638888888888889
2022,7,983.705
2022,7,1032.1661111111111
2022,8,0.33916666666666667
2022,8,0.9211111111111111
2022,8,0.0575
2022,8,0.7669444444444444
2022,8,0.03361111111111111
2022,8,2.3844444444444446
2022,8,0.06694444444444445
2022,8,16.759166666666665
2022,8,29.745277777777776
2022,9,0.7408333333333333
2022,9,0.39111111111111113
2022,9,0.21416666666666667
2022,9,0.8547222222222223
2022,9,0.22194444444444444
2022,9,0.635
2022,9,0.1738888888888889
2022,9,0.2802777777777778
2022,9,1.9116666666666666
2022,9,118.72805555555556
2022,9,0.02861111111111111
2022,9,0.013888888888888888
2022,9,476.3808333333333
2022,10,0.13444444444444445
2022,10,2.6094444444444442
2022,10,0.2061111111111111
2022,10,4.043888888888889
2022,10,0.9072222222222223
2022,10,2.891388888888889
2022,10,16.852222222222224
2022,10,692.1094444444444
2022,11,0.0775
2022,11,0.018333333333333333
2022,11,2.0319444444444446
2022,11,1.4255555555555555
2022,11,125.06527777777778
2022,11,1.746388888888889
2022,11,2.0305555555555554
2022,11,0.1713888888888889
2022,11,45.34027777777778
2022,11,43.10888888888889
2022,11,0.4608333333333333
2022,11,1.545
2022,11,0.9347222222222222
2022,11,0.0811111111111111
2022,11,0.03333333333333333
2022,11,3730.9416666666666
2022,12,0.0825
2022,12,168.0961111111111
2022,12,0.33611111111111114
2022,12,6.1033333333333335
2022,12,0.013055555555555556
2022,12,301.95
2022,12,0.008055555555555555
2022,12,0.6552777777777777
2022,12,696.7669444444444
2023,1,7.631111111111111
2023,1,0.15833333333333333
2023,1,143.1472222222222
2023,1,1.0266666666666666
2023,1,222.12472222222223
2023,1,25.745277777777776
2023,1,154.91611111111112
2023,1,483.5575
2023,1,483.7475
2023,1,1441.9675
2023,2,10.401111111111112
2023,2,0.07583333333333334
2023,2,9.806944444444444
2023,2,7.538611111111111
2023,2,0.034444444444444444
2023,2,11.985555555555555
2023,2,77.25972222222222
2023,2,503.37416666666667
2023,3,0.5994444444444444
2023,3,0.026944444444444444
2023,3,0.03138888888888889
2023,3,18.65888888888889
2023,3,0.03861111111111111
2023,3,0.011666666666666667
2023,3,15.043055555555556
2023,3,59.628055555555555
2023,3,10.846944444444444
2023,3,1.0172222222222222
2023,3,4.501388888888889
2023,4,0.2388888888888889
2023,4,0.09527777777777778
2023,4,0.07277777777777777
2023,4,190.31
2023,4,0.7297222222222223
2023,4,93.37
2023,4,141.08083333333335
2023,4,3065.6505555555555
2023,5,12.522777777777778
2023,5,0.025555555555555557
2023,5,0.050277777777777775
2023,5,0.12111111111111111
2023,5,839.9225
2023,6,2.2169444444444446
2023,6,14.264444444444445
2023,6,0.7411111111111112
2023,6,13.395
2023,6,4.272222222222222
2023,6,1.5911111111111111
2023,6,455.62694444444446
2023,6,2601.3075
2023,7,6.017777777777778
2023,7,0.06555555555555556
2023,9,66700.67666666667
2023,9,0.034444444444444444
2023,9,0.017777777777777778
2023,9,2.233888888888889
2023,9,2.1658333333333335
2023,9,2112.7705555555553
2023,10,0.11333333333333333
2023,10,0.07555555555555556
2023,10,0.0077777777777777776
2023,10,0.005277777777777778
2023,11,0.09111111111111111
2023,11,25.858888888888888
2023,11,43.407222222222224
